name,path,action_time
LENOVOVANTAGE-(SMARTINTERACTADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(SMARTINTERACTADDIN).EXE,2022-12-16 오후 7:16:14
netsh.exe,C:\Windows\System32\netsh.exe,2022-12-16 오후 7:16:13
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:16:13
WmiPrvSE.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,2022-12-16 오후 7:16:13
LENOVOVANTAGE-(LENOVOSECURITYADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOSECURITYADDIN).EXE,2022-12-16 오후 7:16:12
LENOVOVANTAGE-(LENOVOSERVICEBRIDGEADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOSERVICEBRIDGEADDIN).EXE,2022-12-16 오후 7:16:11
LENOVOVANTAGE-(DEVICESETTINGSSYSTEMADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(DEVICESETTINGSSYSTEMADDIN).EXE,2022-12-16 오후 7:16:10
LENOVOVANTAGE-(DEVICESETTINGSHEARTBEATADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(DEVICESETTINGSHEARTBEATADDIN).EXE,2022-12-16 오후 7:16:09
LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(GENERICTELEMETRYADDIN).EXE,2022-12-16 오후 7:16:09
WMIADAP.exe,C:\Windows\System32\wbem\WMIADAP.exe,2022-12-16 오후 7:14:55
icacls.exe,C:\Windows\System32\icacls.exe,2022-12-16 오후 7:14:26
icacls.exe,C:\Windows\System32\icacls.exe,2022-12-16 오후 7:14:26
LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.APPDOMAIN.DLL,C:\Windows\Lenovo\IMCONTROLLER\PLUGINHOST\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.APPDOMAIN.DLL,2022-12-16 오후 7:14:24
LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE,C:\Windows\Lenovo\IMCONTROLLER\PLUGINHOST86\LENOVO.MODERN.IMCONTROLLER.PLUGINHOST.DEVICE.EXE,2022-12-16 오후 7:14:24
dkupdate.exe,C:\Users\User\AppData\Roaming\DESKTOPCAL\dkupdate.exe,2022-12-16 오후 7:14:16
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-16 오후 7:14:15
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 7:14:13
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-16 오후 7:14:06
sc.exe,C:\Windows\SysWOW64\sc.exe,2022-12-16 오후 7:14:01
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 7:14:01
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:14:00
WmiPrvSE.exe,C:\Windows\SysWOW64\wbem\WmiPrvSE.exe,2022-12-16 오후 7:14:00
ASDWsc.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\ASDWsc.exe,2022-12-16 오후 7:13:59
TASKHOSTW.EXE,C:\WINDOWS\SYSTEM32\TASKHOSTW.EXE,2022-12-16 오후 7:13:58
TASKHOSTW.EXE,C:\WINDOWS\SYSTEM32\TASKHOSTW.EXE,2022-12-16 오후 7:13:55
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:13:55
sc.exe,C:\Windows\system32\sc.exe,2022-12-16 오후 7:13:55
fcon.dll,C:\Windows\System32\fcon.dll,2022-12-16 오후 7:13:55
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-16 오후 7:13:51
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 7:13:51
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK\V4.0.30319\ngen.exe,2022-12-16 오후 7:13:49
mscorsvw.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\mscorsvw.exe,2022-12-16 오후 7:13:49
Discord.exe,C:\Users\User\AppData\Local\Discord\APP-1.0.9008\Discord.exe,2022-12-16 오후 7:13:47
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-16 오후 7:13:16
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-16 오후 7:13:16
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 7:13:16
USEROOBEBROKER.EXE,C:\WINDOWS\SYSTEM32\OOBE\USEROOBEBROKER.EXE,2022-12-16 오후 7:13:15
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 7:13:15
APPLICATIONFRAMEHOST.EXE,C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE,2022-12-16 오후 7:13:14
SGRMBROKER.EXE,C:\WINDOWS\SYSTEM32\SGRMBROKER.EXE,2022-12-16 오후 7:13:01
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:13:01
dllhost.exe,C:\Windows\System32\dllhost.exe,2022-12-16 오후 7:13:01
GOOGLEUPDATE.EXE,C:\PROGRAM FILES (X86)\Google\Update\GOOGLEUPDATE.EXE,2022-12-16 오후 7:13:01
GOOGLEUPDATE.EXE,C:\PROGRAM FILES (X86)\Google\Update\GOOGLEUPDATE.EXE,2022-12-16 오후 7:13:01
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:13:01
MICROSOFTEDGEUPDATE.EXE,C:\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE,2022-12-16 오후 7:13:01
MICROSOFTEDGEUPDATE.EXE,C:\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\MICROSOFTEDGEUPDATE.EXE,2022-12-16 오후 7:13:01
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:13:01
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngen.exe,2022-12-16 오후 7:13:00
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:12:59
NETSTAT.EXE,C:\Windows\System32\NETSTAT.EXE,2022-12-16 오후 7:12:44
NETSTAT.EXE,C:\Windows\System32\NETSTAT.EXE,2022-12-16 오후 7:12:44
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:12:42
NETSTAT.EXE,C:\Windows\System32\NETSTAT.EXE,2022-12-16 오후 7:12:39
NETSTAT.EXE,C:\Windows\System32\NETSTAT.EXE,2022-12-16 오후 7:12:39
NETSTAT.EXE,C:\Windows\System32\NETSTAT.EXE,2022-12-16 오후 7:12:34
NETSTAT.EXE,C:\Windows\System32\NETSTAT.EXE,2022-12-16 오후 7:12:34
MpCmdRun.exe,C:\PROGRAM FILES\WINDOWS DEFENDER\MpCmdRun.exe,2022-12-16 오후 7:12:33
ASDWsc.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\ASDWsc.exe,2022-12-16 오후 7:12:33
REPORTXSVC.EXE,C:\PROGRAMDATA\DAMON\REPORTX\REPORTXSVC.EXE,2022-12-16 오후 7:12:26
Teams.exe,C:\PROGRAM FILES (X86)\TEAMS INSTALLER\Teams.exe,2022-12-16 오후 7:12:26
JandiApp.exe,C:\Users\User\AppData\Local\JandiApp\APP-1.5.6\JandiApp.exe,2022-12-16 오후 7:12:25
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:12:23
ANYSIGN4PC.EXE,C:\PROGRAM FILES (X86)\SOFTFORUM\XECUREWEB\AnySign\dll\ANYSIGN4PC.EXE,2022-12-16 오후 7:12:23
VMWARE-TRAY.EXE,C:\PROGRAM FILES (X86)\VMware\VMWARE WORKSTATION\VMWARE-TRAY.EXE,2022-12-16 오후 7:12:22
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:12:19
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 7:12:19
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:12:15
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 7:12:13
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 7:12:12
setup.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\108.0.5359.125\INSTALLER\setup.exe,2022-12-16 오후 7:12:12
GOOGLEUPDATE.EXE,C:\PROGRAM FILES (X86)\Google\Update\GOOGLEUPDATE.EXE,2022-12-16 오후 7:12:11
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 7:12:11
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 7:12:10
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 7:12:10
msedge.exe,C:\PROGRAM FILES (X86)\MICROSOFT\Edge\APPLICATION\msedge.exe,2022-12-16 오후 7:12:08
GFXDOWNLOADWRAPPER.EXE,C:\Windows\System32\DRIVERSTORE\FILEREPOSITORY\IGDLH64.INF_AMD64_E9F7884F9B4F82B9\GFXDOWNLOADWRAPPER.EXE,2022-12-16 오후 7:12:03
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 7:12:02
DKDOCKHOST.EXE,C:\Users\User\AppData\Roaming\DESKTOPCAL\DKDOCKHOST.EXE,2022-12-16 오후 7:12:02
dkupdate.exe,C:\Users\User\AppData\Roaming\DESKTOPCAL\dkupdate.exe,2022-12-16 오후 7:12:01
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 7:12:01
sc.exe,C:\Windows\System32\sc.exe,2022-12-16 오후 7:11:59
Teams.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\current\Teams.exe,2022-12-16 오후 7:11:59
AUDIODG.EXE,C:\WINDOWS\SYSTEM32\AUDIODG.EXE,2022-12-16 오후 7:11:59
OP.GG.EXE,C:\Users\User\AppData\Local\Programs\OP.GG\OP.GG.EXE,2022-12-16 오후 7:11:58
Update.exe,C:\Users\User\AppData\Local\MICROSOFT\Teams\Update.exe,2022-12-16 오후 7:11:56
BDEUISRV.EXE,C:\WINDOWS\SYSTEM32\BDEUISRV.EXE,2022-12-16 오후 7:11:47
Discord.exe,C:\Users\User\AppData\Local\Discord\APP-1.0.9008\Discord.exe,2022-12-16 오후 7:11:47
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:11:47
Discord.exe,C:\Users\User\AppData\Local\Discord\APP-1.0.9008\Discord.exe,2022-12-16 오후 7:11:47
HNETCOM.AGENT.EXE,C:\PROGRAM FILES (X86)\Hnc\OFFICE 2018\HOFFICE100\Bin\HNETCOM.AGENT.EXE,2022-12-16 오후 7:11:46
Discord.exe,C:\Users\User\AppData\Local\Discord\APP-1.0.9008\Discord.exe,2022-12-16 오후 7:11:46
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 7:11:46
Update.exe,C:\Users\User\AppData\Local\Discord\Update.exe,2022-12-16 오후 7:11:45
CROSSEXSERVICE.EXE,C:\PROGRAM FILES (X86)\iniLINE\CrossEX\crossex\CROSSEXSERVICE.EXE,2022-12-16 오후 7:11:45
rundll32.exe,C:\Windows\System32\rundll32.exe,2022-12-16 오후 7:11:37
mscorsvw.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\mscorsvw.exe,2022-12-16 오후 7:11:36
mscorsvw.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\mscorsvw.exe,2022-12-16 오후 7:11:36
UNSECAPP.EXE,C:\WINDOWS\SYSTEM32\WBEM\UNSECAPP.EXE,2022-12-16 오후 7:11:36
KAKAOTALK.EXE,C:\PROGRAM FILES (X86)\Kakao\KAKAOTALK\KAKAOTALK.EXE,2022-12-16 오후 7:11:35
mscorsvw.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\mscorsvw.exe,2022-12-16 오후 7:11:35
mscorsvw.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\mscorsvw.exe,2022-12-16 오후 7:11:34
dllhost.exe,C:\Windows\System32\dllhost.exe,2022-12-16 오후 7:11:34
mscorsvw.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\mscorsvw.exe,2022-12-16 오후 7:11:33
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 7:11:29
v3l4sp.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\v3l4sp.exe,2022-12-16 오후 7:11:28
LENOVOVANTAGE-(IDEANOTEBOOKADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(IDEANOTEBOOKADDIN).EXE,2022-12-16 오후 7:11:27
PHONEEXPERIENCEHOST.DLL,C:\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.YOURPHONE_1.22092.214.0_X64__8WEKYB3D8BBWE\PHONEEXPERIENCEHOST.DLL,2022-12-16 오후 7:11:26
LENOVOVANTAGE-(LENOVOGAMINGSYSTEMADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(LENOVOGAMINGSYSTEMADDIN).EXE,2022-12-16 오후 7:11:25
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 7:11:25
TEXTINPUTHOST.EXE,C:\Windows\SYSTEMAPPS\MICROSOFTWINDOWS.CLIENT.CBS_CW5N1H2TXYEWY\TEXTINPUTHOST.EXE,2022-12-16 오후 7:11:24
mobsync.exe,C:\Windows\System32\mobsync.exe,2022-12-16 오후 7:11:24
rundll32.exe,C:\Windows\System32\rundll32.exe,2022-12-16 오후 7:11:23
LENOVOVANTAGE-(VANTAGECOREADDIN).EXE,C:\PROGRAM FILES (X86)\Lenovo\VANTAGESERVICE\3.13.43.0\LENOVOVANTAGE-(VANTAGECOREADDIN).EXE,2022-12-16 오후 7:11:23
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 7:11:14
ngctasks.dll,C:\Windows\system32\ngctasks.dll,2022-12-16 오후 7:11:07
ngctasks.dll,C:\Windows\system32\ngctasks.dll,2022-12-16 오후 7:11:04
"ImController.InfInstaller.exe""","""C:\Windows\system32\ImController.InfInstaller.exe""",2022-12-16 오후 7:11:03
TpmTasks.dll,C:\Windows\system32\TpmTasks.dll,2022-12-16 오후 7:11:01
mscoree.dll,C:\Windows\System32\mscoree.dll,2022-12-16 오후 7:10:56
mscoree.dll,C:\Windows\System32\mscoree.dll,2022-12-16 오후 7:10:56
CheckStatus.bat,C:\Program Files\Npcap\CheckStatus.bat,2022-12-16 오후 7:10:55
dxgiadaptercache.exe,C:\Windows\system32\dxgiadaptercache.exe,2022-12-16 오후 7:10:55
ClipRenew.exe,C:\Windows\system32\ClipRenew.exe,2022-12-16 오후 7:10:55
MBMediaManager.dll,C:\Windows\System32\MBMediaManager.dll,2022-12-16 오후 7:10:55
MitigationConfiguration.dll,C:\Windows\System32\MitigationConfiguration.dll,2022-12-16 오후 7:10:55
poqexec.exe,C:\Windows\System32\poqexec.exe,2022-12-16 오후 6:51:43
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 6:51:21
VSSVC.EXE,C:\WINDOWS\SYSTEM32\VSSVC.EXE,2022-12-16 오후 6:51:21
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 6:50:52
CROSSEXSERVICE.EXE,C:\PROGRAM FILES (X86)\iniLINE\CrossEX\crossex\CROSSEXSERVICE.EXE,2022-12-16 오후 6:50:52
TCUBEDUMMY64.EXE,C:\Windows\Teruten\TCube\TCUBEDUMMY64.EXE,2022-12-16 오후 6:50:52
VPWALLETDAEMON.EXE,C:\PROGRAM FILES (X86)\VP\VPWALLETSERVICE\VPWALLETDAEMON.EXE,2022-12-16 오후 6:50:52
CROSSEXSERVICE.EXE,C:\PROGRAM FILES (X86)\iniLINE\CrossEX\crossex\CROSSEXSERVICE.EXE,2022-12-16 오후 6:50:51
TCUBEDUMMY64.EXE,C:\Windows\Teruten\TCube\TCUBEDUMMY64.EXE,2022-12-16 오후 6:50:51
VPWALLETDAEMON.EXE,C:\PROGRAM FILES (X86)\VP\VPWALLETSERVICE\VPWALLETDAEMON.EXE,2022-12-16 오후 6:50:50
TCUBEOBSERVER64.EXE,C:\Windows\Teruten\TCube\TCUBEOBSERVER64.EXE,2022-12-16 오후 6:50:50
TCUBEDUMMY64.EXE,C:\Windows\Teruten\TCube\TCUBEDUMMY64.EXE,2022-12-16 오후 6:50:50
ETDCtrl.exe,C:\PROGRAM FILES\Elantech\ETDCtrl.exe,2022-12-16 오후 6:50:50
LOGONUI.EXE,C:\WINDOWS\SYSTEM32\LOGONUI.EXE,2022-12-16 오후 6:50:49
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 6:50:41
SYSTEMSETTINGS.HANDLERS.DLL,C:\WINDOWS\SYSTEM32\SYSTEMSETTINGS.HANDLERS.DLL,2022-12-16 오후 6:50:41
APPLICATIONFRAMEHOST.EXE,C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE,2022-12-16 오후 6:50:41
TiWorker.exe,C:\Windows\WinSxS\AMD64_MICROSOFT-WINDOWS-SERVICINGSTACK_31BF3856AD364E35_10.0.19041.2300_NONE_7E14EDBC7C88B7D5\TiWorker.exe,2022-12-16 오후 6:50:39
TRUSTEDINSTALLER.EXE,C:\Windows\SERVICING\TRUSTEDINSTALLER.EXE,2022-12-16 오후 6:50:39
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 6:49:28
chrome.exe,C:\PROGRAM FILES\Google\Chrome\APPLICATION\chrome.exe,2022-12-16 오후 6:49:28
SMARTSCREEN.EXE,C:\WINDOWS\SYSTEM32\SMARTSCREEN.EXE,2022-12-16 오후 6:49:28
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK\V4.0.30319\ngen.exe,2022-12-16 오후 6:46:57
ngentask.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK\V4.0.30319\ngentask.exe,2022-12-16 오후 6:46:57
TiWorker.exe,C:\Windows\WinSxS\AMD64_MICROSOFT-WINDOWS-SERVICINGSTACK_31BF3856AD364E35_10.0.19041.2300_NONE_7E14EDBC7C88B7D5\TiWorker.exe,2022-12-16 오후 6:46:56
TRUSTEDINSTALLER.EXE,C:\Windows\SERVICING\TRUSTEDINSTALLER.EXE,2022-12-16 오후 6:46:56
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 6:41:44
TiWorker.exe,C:\Windows\WinSxS\AMD64_MICROSOFT-WINDOWS-SERVICINGSTACK_31BF3856AD364E35_10.0.19041.2300_NONE_7E14EDBC7C88B7D5\TiWorker.exe,2022-12-16 오후 6:41:39
TRUSTEDINSTALLER.EXE,C:\Windows\SERVICING\TRUSTEDINSTALLER.EXE,2022-12-16 오후 6:41:39
MusNotification.exe,C:\Windows\system32\MusNotification.exe,2022-12-16 오후 6:41:39
MusNotification.exe,C:\Windows\system32\MusNotification.exe,2022-12-16 오후 6:41:39
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK\V4.0.30319\ngen.exe,2022-12-16 오후 6:40:41
ngentask.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK\V4.0.30319\ngentask.exe,2022-12-16 오후 6:40:41
energytask.dll,C:\Windows\System32\energytask.dll,2022-12-16 오후 6:39:36
TiWorker.exe,C:\Windows\WinSxS\AMD64_MICROSOFT-WINDOWS-SERVICINGSTACK_31BF3856AD364E35_10.0.19041.2300_NONE_7E14EDBC7C88B7D5\TiWorker.exe,2022-12-16 오후 6:39:35
TRUSTEDINSTALLER.EXE,C:\Windows\SERVICING\TRUSTEDINSTALLER.EXE,2022-12-16 오후 6:39:35
RUNTIMEBROKER.EXE,C:\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE,2022-12-16 오후 6:38:51
ngentask.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngentask.exe,2022-12-16 오후 6:35:06
mscorsvw.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\mscorsvw.exe,2022-12-16 오후 6:34:18
mscorsvw.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\mscorsvw.exe,2022-12-16 오후 6:34:17
v3l4cli.exe,C:\PROGRAM FILES\AhnLab\V3Lite40\v3l4cli.exe,2022-12-16 오후 6:32:26
mscoree.dll,C:\Windows\System32\mscoree.dll,2022-12-16 오후 6:32:24
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngen.exe,2022-12-16 오후 6:32:23
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK\V4.0.30319\ngen.exe,2022-12-16 오후 6:32:23
ngentask.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngentask.exe,2022-12-16 오후 6:32:23
ngentask.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK\V4.0.30319\ngentask.exe,2022-12-16 오후 6:32:23
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 6:31:30
VSSVC.EXE,C:\WINDOWS\SYSTEM32\VSSVC.EXE,2022-12-16 오후 6:31:30
srtasks.exe,C:\Windows\system32\srtasks.exe,2022-12-16 오후 6:31:30
sysmain.dll,C:\Windows\system32\sysmain.dll,2022-12-16 오후 6:31:28
TRUSTEDINSTALLER.EXE,C:\Windows\SERVICING\TRUSTEDINSTALLER.EXE,2022-12-16 오후 6:31:27
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 6:29:46
WmiPrvSE.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,2022-12-16 오후 6:29:46
NvSHIM.exe,C:\PROGRAM FILES\NVIDIA CORPORATION\NVBACKEND\NvSHIM.exe,2022-12-16 오후 6:29:41
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 6:28:03
V3LITE4EXP.EXE,C:\PROGRAM FILES\AhnLab\V3Lite40\V3LITE4EXP.EXE,2022-12-16 오후 6:27:27
V3LITE4EXP.EXE,C:\PROGRAM FILES\AhnLab\V3Lite40\V3LITE4EXP.EXE,2022-12-16 오후 6:27:26
NvTmRep.exe,C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,2022-12-16 오후 6:25:50
SDXHELPER.EXE,C:\PROGRAM FILES\MICROSOFT OFFICE\root\Office16\SDXHELPER.EXE,2022-12-16 오후 6:25:41
sc.exe,C:\Windows\System32\sc.exe,2022-12-16 오후 6:25:40
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK\V4.0.30319\ngen.exe,2022-12-16 오후 6:23:36
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK\V4.0.30319\ngen.exe,2022-12-16 오후 6:23:35
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngen.exe,2022-12-16 오후 6:23:29
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngen.exe,2022-12-16 오후 6:23:28
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngen.exe,2022-12-16 오후 6:23:28
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngen.exe,2022-12-16 오후 6:23:28
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngen.exe,2022-12-16 오후 6:23:27
ngen.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngen.exe,2022-12-16 오후 6:23:27
ngentask.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\ngentask.exe,2022-12-16 오후 6:23:22
ngentask.exe,C:\Windows\MICROSOFT.NET\FRAMEWORK\V4.0.30319\ngentask.exe,2022-12-16 오후 6:23:22
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 6:23:22
COMPATTELRUNNER.EXE,C:\WINDOWS\SYSTEM32\COMPATTELRUNNER.EXE,2022-12-16 오후 6:23:22
svchost.exe,C:\Windows\System32\svchost.exe,2022-12-16 오후 6:23:22
srchadmin.dll,C:\Windows\System32\srchadmin.dll,2022-12-16 오후 6:23:22
StorageUsage.dll,C:\Windows\system32\StorageUsage.dll,2022-12-16 오후 6:23:22
MpCmdRun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2201.10-0\MpCmdRun.exe,2022-12-16 오후 6:23:22
AppHostRegistrationVerifier.exe,C:\Windows\system32\AppHostRegistrationVerifier.exe,2022-12-16 오후 6:23:22
disksnapshot.exe,C:\Windows\system32\disksnapshot.exe,2022-12-16 오후 6:23:22
sc.exe,C:\Windows\system32\sc.exe,2022-12-16 오후 6:23:22
fhtask.dll,C:\Windows\System32\fhtask.dll,2022-12-16 오후 6:23:22
SettingSyncCore.dll,C:\Windows\system32\SettingSyncCore.dll,2022-12-16 오후 6:23:22
Themes.SsfDownload.ScheduledTask.dll,C:\Windows\System32\Themes.SsfDownload.ScheduledTask.dll,2022-12-16 오후 6:23:22
rundll32.exe,C:\Windows\system32\rundll32.exe,2022-12-16 오후 6:23:22
dmclient.exe,C:\Windows\system32\dmclient.exe,2022-12-16 오후 6:23:22
MpCmdRun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2201.10-0\MpCmdRun.exe,2022-12-16 오후 6:23:22
dstokenclean.exe,C:\Windows\system32\dstokenclean.exe,2022-12-16 오후 6:23:22
fcon.dll,C:\Windows\System32\fcon.dll,2022-12-16 오후 6:23:22
lpremove.exe,C:\Windows\system32\lpremove.exe,2022-12-16 오후 6:23:22
pstask.dll,C:\Windows\System32\pstask.dll,2022-12-16 오후 6:23:22
InstallServiceTasks.dll,C:\Windows\System32\InstallServiceTasks.dll,2022-12-16 오후 6:23:22
TempSignedLicenseExchangeTask.dll,C:\Windows\System32\TempSignedLicenseExchangeTask.dll,2022-12-16 오후 6:23:22
rundll32.exe,C:\Windows\system32\rundll32.exe,2022-12-16 오후 6:23:22
compattelrunner.exe,C:\Windows\system32\compattelrunner.exe,2022-12-16 오후 6:23:22
MpCmdRun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2201.10-0\MpCmdRun.exe,2022-12-16 오후 6:23:22
usoclient.exe,C:\Windows\system32\usoclient.exe,2022-12-16 오후 6:23:21
regidle.dll,C:\Windows\System32\regidle.dll,2022-12-16 오후 6:23:21
SpeechModelDownload.exe,C:\Windows\system32\speech_onecore\common\SpeechModelDownload.exe,2022-12-16 오후 6:23:20
